date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:24	15151/15151	---M--	200	added ('OK')	image/png	etag:%226315dc40-3b2f%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/oTtTROx31nu5x5zuq9zqOu311o3o63.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/oTtTROx31nu5x5zuq9zqOu311o3o63.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:25	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:25%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=26	E:/kuwo/prodaa/pf.hanbing365.cn/app/index3473.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:25	17312/17312	---M--	200	added ('OK')	image/png	etag:%226315dc40-43a0%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/BwU6wTN7tBTUOZkH991LhzwyTEDXul.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/BwU6wTN7tBTUOZkH991LhzwyTEDXul.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:26	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:26%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=36	E:/kuwo/prodaa/pf.hanbing365.cn/app/index7dbf.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:26	17072/17072	---M--	200	added ('OK')	image/png	etag:%226315dc40-42b0%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/CKy7kR1Kk8CO9n4k64er4k4Ocr4Cos.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/CKy7kR1Kk8CO9n4k64er4k4Ocr4Cos.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:28	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:27%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=27	E:/kuwo/prodaa/pf.hanbing365.cn/app/indexe549.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:28	20470/20470	---M--	200	added ('OK')	image/png	etag:%226315dc40-4ff6%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/L1a57iUKx852uz2xAk8Hs16116236x.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/L1a57iUKx852uz2xAk8Hs16116236x.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:29	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:29%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=17	E:/kuwo/prodaa/pf.hanbing365.cn/app/indexe273.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:29	19666/19666	---M--	200	added ('OK')	image/png	etag:%226315dc40-4cd2%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/PG14AGzV2UulQ29a0ecV39b40F0gQ2.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/PG14AGzV2UulQ29a0ecV39b40F0gQ2.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:30	28612/28612	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:30%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=28	E:/kuwo/prodaa/pf.hanbing365.cn/app/index5447.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:30	15247/15247	---M--	200	added ('OK')	image/png	etag:%226315dc40-3b8f%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/Qq97Hd98p2DQP2qpg38qp3P8qQcQdh.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/Qq97Hd98p2DQP2qpg38qp3P8qQcQdh.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:31	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:31%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=30	E:/kuwo/prodaa/pf.hanbing365.cn/app/index5e8a.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
